name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,from_biway
North 10th Street,926,5661394,615,200,1,106.6693133,1,25,,residential,6,"LINESTRING (-112.0605326 33.4538706, -112.060533 33.4543499, -112.0605333 33.4548299)",1
North 10th Street,927,5661394,200,615,1,106.6693133,1,25,,residential,6,"LINESTRING (-112.0605333 33.4548299, -112.060533 33.4543499, -112.0605326 33.4538706)",1
North 10th Street,928,5661394,200,503,1,109.0488846,1,25,,residential,6,"LINESTRING (-112.0605333 33.4548299, -112.0605337 33.4553329, -112.0605338 33.4554424, -112.060534 33.4558106)",1
North 10th Street,929,5661394,503,200,1,109.0488846,1,25,,residential,6,"LINESTRING (-112.060534 33.4558106, -112.0605338 33.4554424, -112.0605337 33.4553329, -112.0605333 33.4548299)",1
North 10th Street,930,5661396,1968,1332,1,21.44579237,1,25,,residential,6,"LINESTRING (-112.0608017 33.4501074, -112.060795 33.4500586, -112.0607769 33.4499769, -112.0607605 33.4499178)",1
North 10th Street,931,5661396,1332,1968,1,21.44579237,1,25,,residential,6,"LINESTRING (-112.0607605 33.4499178, -112.0607769 33.4499769, -112.060795 33.4500586, -112.0608017 33.4501074)",1
North 10th Street,932,5661396,1332,233,1,69.23937114,1,25,,residential,6,"LINESTRING (-112.0607605 33.4499178, -112.0607464 33.4498673, -112.0606709 33.4493749, -112.0606513 33.4493023)",1
North 10th Street,933,5661396,233,1332,1,69.23937114,1,25,,residential,6,"LINESTRING (-112.0606513 33.4493023, -112.0606709 33.4493749, -112.0607464 33.4498673, -112.0607605 33.4499178)",1
North 10th Street,934,5661438,1605,318,1,115.2575852,1,25,,residential,6,"LINESTRING (-112.0607806 33.4636326, -112.0607794 33.4637146, -112.0607741 33.4640718, -112.0607734 33.4641426, -112.0607738 33.4644951, -112.060774 33.464571, -112.0607741 33.4646232, -112.060774 33.4646691)",1
North 10th Street,935,5661438,318,1605,1,115.2575852,1,25,,residential,6,"LINESTRING (-112.060774 33.4646691, -112.0607741 33.4646232, -112.060774 33.464571, -112.0607738 33.4644951, -112.0607734 33.4641426, -112.0607741 33.4640718, -112.0607794 33.4637146, -112.0607806 33.4636326)",1
North 10th Street,936,5661438,318,281,1,118.0160787,1,25,,residential,6,"LINESTRING (-112.060774 33.4646691, -112.060773 33.4649101, -112.060773 33.4650725, -112.060772 33.4656108, -112.0607758 33.4657304)",1
North 10th Street,937,5661438,281,318,1,118.0160787,1,25,,residential,6,"LINESTRING (-112.0607758 33.4657304, -112.060772 33.4656108, -112.060773 33.4650725, -112.060773 33.4649101, -112.060774 33.4646691)",1
North 10th Street,938,5661438,281,301,1,159.5449744,1,25,,residential,6,"LINESTRING (-112.0607758 33.4657304, -112.0607792 33.4658446, -112.0607782 33.4661871, -112.0607781 33.4662391, -112.0607776 33.4664265, -112.060777 33.4666216, -112.06076 33.467165)",1
North 10th Street,939,5661438,301,281,1,159.5449744,1,25,,residential,6,"LINESTRING (-112.06076 33.467165, -112.060777 33.4666216, -112.0607776 33.4664265, -112.0607781 33.4662391, -112.0607782 33.4661871, -112.0607792 33.4658446, -112.0607758 33.4657304)",1
North 10th Street,940,5661438,301,291,1,43.15523353,1,25,,residential,6,"LINESTRING (-112.06076 33.467165, -112.0607578 33.4675531)",1
North 10th Street,941,5661438,291,301,1,43.15523353,1,25,,residential,6,"LINESTRING (-112.0607578 33.4675531, -112.06076 33.467165)",1
North 10th Street,942,5661438,291,1234,1,17.4690776,1,25,,residential,6,"LINESTRING (-112.0607578 33.4675531, -112.0607566 33.4677102)",1
North 10th Street,943,5661438,1234,291,1,17.4690776,1,25,,residential,6,"LINESTRING (-112.0607566 33.4677102, -112.0607578 33.4675531)",1
North 22nd Street,944,5662014,897,247,1,119.4470726,1,25,,residential,6,"LINESTRING (-112.0346079 33.4483459, -112.0346062 33.4484476, -112.0346044 33.4490104, -112.0346031 33.4494201)",1
North 22nd Street,945,5662014,247,897,1,119.4470726,1,25,,residential,6,"LINESTRING (-112.0346031 33.4494201, -112.0346044 33.4490104, -112.0346062 33.4484476, -112.0346079 33.4483459)",1
North 22nd Street,946,5662014,247,364,1,111.5734353,1,25,,residential,6,"LINESTRING (-112.0346031 33.4494201, -112.0345997 33.4504235)",1
North 22nd Street,947,5662014,364,247,1,111.5734353,1,25,,residential,6,"LINESTRING (-112.0345997 33.4504235, -112.0346031 33.4494201)",1
North 22nd Street,948,5662014,364,620,1,107.1478173,1,25,,residential,6,"LINESTRING (-112.0345997 33.4504235, -112.0345966 33.4513871)",1
North 22nd Street,949,5662014,620,364,1,107.1478173,1,25,,residential,6,"LINESTRING (-112.0345966 33.4513871, -112.0345997 33.4504235)",1
North 22nd Street,950,5662032,462,1342,1,92.27600623,1,29,,residential,6,"LINESTRING (-112.033607 33.4631445, -112.0336381 33.4631881, -112.0336467 33.4632237, -112.0336429 33.4639665)",1
North 22nd Street,951,5662032,1342,462,1,92.27600623,1,29,,residential,6,"LINESTRING (-112.0336429 33.4639665, -112.0336467 33.4632237, -112.0336381 33.4631881, -112.033607 33.4631445)",1
North 22nd Street,952,5662034,114,622,1,150.6428979,1,29,,residential,6,"LINESTRING (-112.0346516 33.458626, -112.0346593 33.4592864, -112.0346611 33.4594412, -112.0346674 33.4599807)",1
North 22nd Street,953,5662034,622,114,1,150.6428979,1,29,,residential,6,"LINESTRING (-112.0346674 33.4599807, -112.0346611 33.4594412, -112.0346593 33.4592864, -112.0346516 33.458626)",1
North 22nd Street,954,5662034,622,623,1,62.03567454,1,29,,residential,6,"LINESTRING (-112.0346674 33.4599807, -112.0346668 33.4605386)",1
North 22nd Street,955,5662034,623,622,1,62.03567454,1,29,,residential,6,"LINESTRING (-112.0346668 33.4605386, -112.0346674 33.4599807)",1
North 22nd Street,956,5662042,1344,1570,1,16.02847196,1,25,,residential,6,"LINESTRING (-112.0346023 33.4649067, -112.0346467 33.4650035, -112.0346473 33.465044)",1
North 22nd Street,957,5662042,1570,1344,1,16.02847196,1,25,,residential,6,"LINESTRING (-112.0346473 33.465044, -112.0346467 33.4650035, -112.0346023 33.4649067)",1
North 22nd Street,958,5662042,1570,1571,1,53.29935197,1,25,,residential,6,"LINESTRING (-112.0346473 33.465044, -112.034654 33.4655233)",1
North 22nd Street,959,5662042,1571,1570,1,53.29935197,1,25,,residential,6,"LINESTRING (-112.034654 33.4655233, -112.0346473 33.465044)",1
North 22nd Street,960,5662042,1571,1350,1,28.16670764,1,25,,residential,6,"LINESTRING (-112.034654 33.4655233, -112.0346549 33.4656125, -112.0346566 33.4657766)",1
North 22nd Street,961,5662042,1350,1571,1,28.16670764,1,25,,residential,6,"LINESTRING (-112.0346566 33.4657766, -112.0346549 33.4656125, -112.034654 33.4655233)",1
North 11th Way,962,5662274,625,412,1,172.2539088,1,25,,residential,6,"LINESTRING (-112.0570622 33.4513502, -112.0570614 33.4514931, -112.0570596 33.4518144, -112.0570536 33.4528993)",1
North 11th Way,963,5662274,412,625,1,172.2539088,1,25,,residential,6,"LINESTRING (-112.0570536 33.4528993, -112.0570596 33.4518144, -112.0570614 33.4514931, -112.0570622 33.4513502)",1
West Pierce Street,964,5662284,425,380,1,205.9012315,1,25,,residential,6,"LINESTRING (-112.0826155 33.4560377, -112.0827978 33.4560361, -112.0831103 33.4560333, -112.0848349 33.4560248)",1
West Pierce Street,965,5662284,380,425,1,205.9012315,1,25,,residential,6,"LINESTRING (-112.0848349 33.4560248, -112.0831103 33.4560333, -112.0827978 33.4560361, -112.0826155 33.4560377)",1
West Pierce Street,966,5662290,482,70,1,289.671852,1,25,,residential,6,"LINESTRING (-112.08815 33.4560843, -112.0882019 33.4560536, -112.088234 33.4560354, -112.0882636 33.4560245, -112.0883218 33.4560196, -112.0887498 33.4560156, -112.0891847 33.4560115, -112.0895308 33.4560082, -112.0897496 33.4560062, -112.0905411 33.4559987, -112.0911207 33.4559954, -112.0912508 33.4559946)",1
West Pierce Street,967,5662290,70,482,1,289.671852,1,25,,residential,6,"LINESTRING (-112.0912508 33.4559946, -112.0911207 33.4559954, -112.0905411 33.4559987, -112.0897496 33.4560062, -112.0895308 33.4560082, -112.0891847 33.4560115, -112.0887498 33.4560156, -112.0883218 33.4560196, -112.0882636 33.4560245, -112.088234 33.4560354, -112.0882019 33.4560536, -112.08815 33.4560843)",1
North 24th Avenue,968,5662333,397,627,1,122.4046413,1,25,,residential,6,"LINESTRING (-112.1109922 33.4480358, -112.1109952 33.4485795, -112.1109982 33.4491366)",1
North 24th Avenue,969,5662333,627,397,1,122.4046413,1,25,,residential,6,"LINESTRING (-112.1109982 33.4491366, -112.1109952 33.4485795, -112.1109922 33.4480358)",1
North 24th Avenue,970,5662333,627,628,1,115.6772492,1,25,,residential,6,"LINESTRING (-112.1109982 33.4491366, -112.1110011 33.449683, -112.1110038 33.4501769)",1
North 24th Avenue,971,5662333,628,627,1,115.6772492,1,25,,residential,6,"LINESTRING (-112.1110038 33.4501769, -112.1110011 33.449683, -112.1109982 33.4491366)",1
North 24th Avenue,972,5662333,628,596,1,110.6062584,1,25,,residential,6,"LINESTRING (-112.1110038 33.4501769, -112.1110004 33.4510444, -112.1110011 33.4511716)",1
North 24th Avenue,973,5662333,596,628,1,110.6062584,1,25,,residential,6,"LINESTRING (-112.1110011 33.4511716, -112.1110004 33.4510444, -112.1110038 33.4501769)",1
South 7th Avenue,974,5663625,1723,1722,1,35.14974925,3,39,,secondary,4,"LINESTRING (-112.0825768 33.4479301, -112.0825752 33.4476739, -112.0825742 33.447614)",1
South 7th Avenue,975,5663625,1722,1723,1,35.14974925,3,39,,secondary,4,"LINESTRING (-112.0825742 33.447614, -112.0825752 33.4476739, -112.0825768 33.4479301)",1
North Arco Drive,976,5663784,632,813,1,102.9882268,1,29,,unclassified,11,"LINESTRING (-112.1043773 33.4590193, -112.1037443 33.4590133, -112.1037046 33.4590129, -112.1032672 33.4590087)",1
North Arco Drive,977,5663784,813,632,1,102.9882268,1,29,,unclassified,11,"LINESTRING (-112.1032672 33.4590087, -112.1037046 33.4590129, -112.1037443 33.4590133, -112.1043773 33.4590193)",1
South 10th Avenue,978,5664150,1288,633,1,123.292371,1,29,,residential,6,"LINESTRING (-112.0859048 33.4481996, -112.0859043 33.4480599, -112.0859042 33.4480525, -112.0858902 33.4472136, -112.0858881 33.4470909)",1
South 10th Avenue,979,5664150,633,1288,1,123.292371,1,29,,residential,6,"LINESTRING (-112.0858881 33.4470909, -112.0858902 33.4472136, -112.0859042 33.4480525, -112.0859043 33.4480599, -112.0859048 33.4481996)",1
South 10th Avenue,980,5664150,633,467,1,119.8593489,1,29,,residential,6,"LINESTRING (-112.0858881 33.4470909, -112.0858877 33.44696, -112.0858866 33.4465305, -112.085892 33.446013)",1
South 10th Avenue,981,5664150,467,633,1,119.8593489,1,29,,residential,6,"LINESTRING (-112.085892 33.446013, -112.0858866 33.4465305, -112.0858877 33.44696, -112.0858881 33.4470909)",1
East Taylor Street,982,5664165,634,436,1,305.1779531,1,25,,residential,6,"LINESTRING (-112.0359949 33.4540457, -112.034858 33.4540434, -112.0327054 33.4540389)",1
East Taylor Street,983,5664165,436,634,1,305.1779531,1,25,,residential,6,"LINESTRING (-112.0327054 33.4540389, -112.034858 33.4540434, -112.0359949 33.4540457)",1
East Taylor Street,984,5664165,436,1572,1,232.0049708,1,25,,residential,6,"LINESTRING (-112.0327054 33.4540389, -112.0320077 33.4540367, -112.0304483 33.4540246, -112.0303459 33.4540238, -112.0302049 33.4540175)",1
East Taylor Street,985,5664165,1572,436,1,232.0049708,1,25,,residential,6,"LINESTRING (-112.0302049 33.4540175, -112.0303459 33.4540238, -112.0304483 33.4540246, -112.0320077 33.4540367, -112.0327054 33.4540389)",1
East Taylor Street,986,5664167,173,523,1,99.37876292,1,25,,residential,6,"LINESTRING (-112.0455525 33.4541902, -112.0444813 33.4541928)",1
East Taylor Street,987,5664167,523,173,1,99.37876292,1,25,,residential,6,"LINESTRING (-112.0444813 33.4541928, -112.0455525 33.4541902)",1
East Taylor Street,988,5664169,257,615,1,142.5378314,1,25,,residential,6,"LINESTRING (-112.062069 33.4538658, -112.0605326 33.4538706)",1
East Taylor Street,989,5664169,615,257,1,142.5378314,1,25,,residential,6,"LINESTRING (-112.0605326 33.4538706, -112.062069 33.4538658)",1
East Taylor Street,990,5664169,615,449,1,145.4872443,1,25,,residential,6,"LINESTRING (-112.0605326 33.4538706, -112.0589644 33.4538683)",1
East Taylor Street,991,5664169,449,615,1,145.4872443,1,25,,residential,6,"LINESTRING (-112.0589644 33.4538683, -112.0605326 33.4538706)",1
East Taylor Street,992,5664169,449,80,1,232.1102011,1,25,,residential,6,"LINESTRING (-112.0589644 33.4538683, -112.0565477 33.453863, -112.0564625 33.4538631)",1
East Taylor Street,993,5664169,80,449,1,232.1102011,1,25,,residential,6,"LINESTRING (-112.0564625 33.4538631, -112.0565477 33.453863, -112.0589644 33.4538683)",1
East Taylor Street,994,5664169,80,95,1,46.84130447,1,25,,residential,6,"LINESTRING (-112.0564625 33.4538631, -112.0559576 33.4538639)",1
East Taylor Street,995,5664169,95,80,1,46.84130447,1,25,,residential,6,"LINESTRING (-112.0559576 33.4538639, -112.0564625 33.4538631)",1
East Taylor Street,996,5664169,95,635,1,109.1585183,1,25,,residential,6,"LINESTRING (-112.0559576 33.4538639, -112.0553841 33.4538673, -112.054781 33.4538685)",1
East Taylor Street,997,5664169,635,95,1,109.1585183,1,25,,residential,6,"LINESTRING (-112.054781 33.4538685, -112.0553841 33.4538673, -112.0559576 33.4538639)",1
East Taylor Street,998,5664169,635,636,1,32.55413577,1,25,,residential,6,"LINESTRING (-112.054781 33.4538685, -112.0544301 33.4538685)",1
East Taylor Street,999,5664169,636,635,1,32.55413577,1,25,,residential,6,"LINESTRING (-112.0544301 33.4538685, -112.054781 33.4538685)",1
East Taylor Street,1000,5664169,636,395,1,62.51391401,1,25,,residential,6,"LINESTRING (-112.0544301 33.4538685, -112.0541986 33.4538614, -112.0537566 33.4538719)",1
East Taylor Street,1001,5664169,395,636,1,62.51391401,1,25,,residential,6,"LINESTRING (-112.0537566 33.4538719, -112.0541986 33.4538614, -112.0544301 33.4538685)",1
East Taylor Street,1002,5664169,395,527,1,145.7201976,1,25,,residential,6,"LINESTRING (-112.0537566 33.4538719, -112.0533316 33.4539041, -112.0530558 33.453918, -112.0527322 33.4539615, -112.0523291 33.4540185, -112.0521992 33.4540041)",1
East Taylor Street,1003,5664169,527,395,1,145.7201976,1,25,,residential,6,"LINESTRING (-112.0521992 33.4540041, -112.0523291 33.4540185, -112.0527322 33.4539615, -112.0530558 33.453918, -112.0533316 33.4539041, -112.0537566 33.4538719)",1
East Taylor Street,1004,5664169,527,637,1,304.5192201,1,25,,residential,6,"LINESTRING (-112.0521992 33.4540041, -112.0520955 33.4539945, -112.0514914 33.4540538, -112.0513297 33.4540712, -112.0509753 33.4541096, -112.0506354 33.4541464, -112.049992 33.454216, -112.0495139 33.4542677, -112.0489428 33.4543287)",1
East Taylor Street,1005,5664169,637,527,1,304.5192201,1,25,,residential,6,"LINESTRING (-112.0489428 33.4543287, -112.0495139 33.4542677, -112.049992 33.454216, -112.0506354 33.4541464, -112.0509753 33.4541096, -112.0513297 33.4540712, -112.0514914 33.4540538, -112.0520955 33.4539945, -112.0521992 33.4540041)",1
East Taylor Street,1006,5664175,442,638,1,46.93692165,1,29,,residential,6,"LINESTRING (-112.0390064 33.4540624, -112.0385005 33.4540576)",1
East Taylor Street,1007,5664175,638,442,1,46.93692165,1,29,,residential,6,"LINESTRING (-112.0385005 33.4540576, -112.0390064 33.4540624)",1
North Martin Luther King Circle,1008,5664505,354,639,1,38.84038898,1,25,,residential,6,"LINESTRING (-112.0581252 33.4498382, -112.0581253 33.4501875)",1
North Martin Luther King Circle,1009,5664505,639,354,1,38.84038898,1,25,,residential,6,"LINESTRING (-112.0581253 33.4501875, -112.0581252 33.4498382)",1
North 15th Street,1010,5664653,459,1595,1,106.3675053,1,25,,residential,6,"LINESTRING (-112.0498542 33.4628056, -112.0498618 33.4632112, -112.0498612 33.4632748, -112.0498568 33.4637448, -112.0498578 33.4637621)",1
North 15th Street,1011,5664653,1595,459,1,106.3675053,1,25,,residential,6,"LINESTRING (-112.0498578 33.4637621, -112.0498568 33.4637448, -112.0498612 33.4632748, -112.0498618 33.4632112, -112.0498542 33.4628056)",1
North 15th Street,1012,5664653,1595,323,1,107.8425204,1,25,,residential,6,"LINESTRING (-112.0498578 33.4637621, -112.0498572 33.4638404, -112.0498586 33.464252, -112.0498545 33.4642592, -112.0498647 33.4647311)",1
North 15th Street,1013,5664653,323,1595,1,107.8425204,1,25,,residential,6,"LINESTRING (-112.0498647 33.4647311, -112.0498545 33.4642592, -112.0498586 33.464252, -112.0498572 33.4638404, -112.0498578 33.4637621)",1
North 15th Street,1014,5664653,323,1326,1,116.5491003,1,25,,residential,6,"LINESTRING (-112.0498647 33.4647311, -112.0498659 33.4652558, -112.0498628 33.4656148, -112.0498584 33.4657792)",1
North 15th Street,1015,5664653,1326,323,1,116.5491003,1,25,,residential,6,"LINESTRING (-112.0498584 33.4657792, -112.0498628 33.4656148, -112.0498659 33.4652558, -112.0498647 33.4647311)",1
North 15th Street,1016,5664653,1326,60,1,102.3281709,1,25,,residential,6,"LINESTRING (-112.0498584 33.4657792, -112.0498548 33.4659147, -112.0498299 33.4661758, -112.0498261 33.466245, -112.0498322 33.4666985)",1
North 15th Street,1017,5664653,60,1326,1,102.3281709,1,25,,residential,6,"LINESTRING (-112.0498322 33.4666985, -112.0498261 33.466245, -112.0498299 33.4661758, -112.0498548 33.4659147, -112.0498584 33.4657792)",1
North 15th Street,1018,5664653,60,296,1,98.534649,1,25,,residential,6,"LINESTRING (-112.0498322 33.4666985, -112.0498342 33.467136, -112.049827 33.4675846)",1
North 15th Street,1019,5664653,296,60,1,98.534649,1,25,,residential,6,"LINESTRING (-112.049827 33.4675846, -112.0498342 33.467136, -112.0498322 33.4666985)",1
North 15th Street,1020,5664709,640,637,1,323.883018,1,25,,residential,6,"LINESTRING (-112.0489631 33.451416, -112.0489621 33.4515328, -112.0489587 33.4519165, -112.0489577 33.4520627, -112.0489569 33.4521933, -112.0489511 33.4530791, -112.0489428 33.4543287)",1
North 15th Street,1021,5664709,637,640,1,323.883018,1,25,,residential,6,"LINESTRING (-112.0489428 33.4543287, -112.0489511 33.4530791, -112.0489569 33.4521933, -112.0489577 33.4520627, -112.0489587 33.4519165, -112.0489621 33.4515328, -112.0489631 33.451416)",1
North 15th Street,1022,5664709,637,204,1,57.88893817,1,25,,residential,6,"LINESTRING (-112.0489428 33.4543287, -112.0489394 33.4548493)",1
North 15th Street,1023,5664709,204,637,1,57.88893817,1,25,,residential,6,"LINESTRING (-112.0489394 33.4548493, -112.0489428 33.4543287)",1
North 15th Street,1024,5664715,109,126,1,100.9771332,1,29,,residential,6,"LINESTRING (-112.0498445 33.4587088, -112.0498479 33.4591661, -112.0498472 33.4596169)",1
North 15th Street,1025,5664715,126,109,1,100.9771332,1,29,,residential,6,"LINESTRING (-112.0498472 33.4596169, -112.0498479 33.4591661, -112.0498445 33.4587088)",1
North 15th Street,1026,5664715,126,641,1,96.76240187,1,29,,residential,6,"LINESTRING (-112.0498472 33.4596169, -112.049849 33.4600634, -112.0498508 33.4604871)",1
North 15th Street,1027,5664715,641,126,1,96.76240187,1,29,,residential,6,"LINESTRING (-112.0498508 33.4604871, -112.049849 33.4600634, -112.0498472 33.4596169)",1
North 15th Street,1028,5664715,641,642,1,56.16639682,1,29,,residential,6,"LINESTRING (-112.0498508 33.4604871, -112.0498557 33.4609922)",1
North 15th Street,1029,5664715,642,641,1,56.16639682,1,29,,residential,6,"LINESTRING (-112.0498557 33.4609922, -112.0498508 33.4604871)",1
North 15th Street,1030,5664715,642,643,1,42.02123974,1,29,,residential,6,"LINESTRING (-112.0498557 33.4609922, -112.0498572 33.4613244, -112.0498565 33.4613701)",1
North 15th Street,1031,5664715,643,642,1,42.02123974,1,29,,residential,6,"LINESTRING (-112.0498565 33.4613701, -112.0498572 33.4613244, -112.0498557 33.4609922)",1
North 15th Street,1032,5664720,909,240,1,121.6858747,1,25,,residential,6,"LINESTRING (-112.049912 33.4483503, -112.0499093 33.4484436, -112.0499072 33.4489076, -112.0499021 33.4494446)",1
North 15th Street,1033,5664720,240,909,1,121.6858747,1,25,,residential,6,"LINESTRING (-112.0499021 33.4494446, -112.0499072 33.4489076, -112.0499093 33.4484436, -112.049912 33.4483503)",1
North 15th Street,1034,5664720,240,361,1,110.1614565,1,25,,residential,6,"LINESTRING (-112.0499021 33.4494446, -112.0498993 33.4499383, -112.0498999 33.4504353)",1
North 15th Street,1035,5664720,361,240,1,110.1614565,1,25,,residential,6,"LINESTRING (-112.0498999 33.4504353, -112.0498993 33.4499383, -112.0499021 33.4494446)",1
North 15th Street,1036,5664720,361,644,1,108.8267638,1,25,,residential,6,"LINESTRING (-112.0498999 33.4504353, -112.0498986 33.4508995, -112.0498975 33.4512883, -112.0498972 33.451414)",1
North 15th Street,1037,5664720,644,361,1,108.8267638,1,25,,residential,6,"LINESTRING (-112.0498972 33.451414, -112.0498975 33.4512883, -112.0498986 33.4508995, -112.0498999 33.4504353)",1
North 21st Place,1038,5664934,645,414,1,169.2998602,1,25,,residential,6,"LINESTRING (-112.035979 33.4514011, -112.0359902 33.4518359, -112.0359907 33.4518596, -112.0360088 33.4524632, -112.0360175 33.4529233)",1
North 21st Place,1039,5664934,414,645,1,169.2998602,1,25,,residential,6,"LINESTRING (-112.0360175 33.4529233, -112.0360088 33.4524632, -112.0359907 33.4518596, -112.0359902 33.4518359, -112.035979 33.4514011)",1
North 21st Place,1040,5664934,414,634,1,124.8227964,1,25,,residential,6,"LINESTRING (-112.0360175 33.4529233, -112.0360087 33.4533621, -112.0360058 33.4535057, -112.0359949 33.4540457)",1
North 21st Place,1041,5664934,634,414,1,124.8227964,1,25,,residential,6,"LINESTRING (-112.0359949 33.4540457, -112.0360058 33.4535057, -112.0360087 33.4533621, -112.0360175 33.4529233)",1
North 21st Place,1042,5664934,634,195,1,126.8291995,1,25,,residential,6,"LINESTRING (-112.0359949 33.4540457, -112.0359963 33.4546317, -112.0359977 33.4551863)",1
North 21st Place,1043,5664934,195,634,1,126.8291995,1,25,,residential,6,"LINESTRING (-112.0359977 33.4551863, -112.0359963 33.4546317, -112.0359949 33.4540457)",1
North 21st Place,1044,5664934,195,500,1,93.84400203,1,25,,residential,6,"LINESTRING (-112.0359977 33.4551863, -112.0360039 33.455622, -112.0360097 33.4560302)",1
North 21st Place,1045,5664934,500,195,1,93.84400203,1,25,,residential,6,"LINESTRING (-112.0360097 33.4560302, -112.0360039 33.455622, -112.0359977 33.4551863)",1
North 21st Place,1046,5664934,500,1341,1,95.95296786,1,25,,residential,6,"LINESTRING (-112.0360097 33.4560302, -112.0360152 33.4563686, -112.036023 33.4566456, -112.0360194 33.456893)",1
North 21st Place,1047,5664934,1341,500,1,95.95296786,1,25,,residential,6,"LINESTRING (-112.0360194 33.456893, -112.036023 33.4566456, -112.0360152 33.4563686, -112.0360097 33.4560302)",1
North 21st Place,1048,5664938,585,646,1,93.12575291,1,29,,residential,6,"LINESTRING (-112.0357092 33.4568857, -112.0357093 33.4573181, -112.0357094 33.4577232)",1
North 21st Place,1049,5664938,646,585,1,93.12575291,1,29,,residential,6,"LINESTRING (-112.0357094 33.4577232, -112.0357093 33.4573181, -112.0357092 33.4568857)",1
North 21st Place,1050,5664938,646,113,1,101.3566994,1,29,,residential,6,"LINESTRING (-112.0357094 33.4577232, -112.0357135 33.4581852, -112.0357171 33.4586347)",1
North 21st Place,1051,5664938,113,646,1,101.3566994,1,29,,residential,6,"LINESTRING (-112.0357171 33.4586347, -112.0357135 33.4581852, -112.0357094 33.4577232)",1
North 21st Place,1052,5664938,113,647,1,148.1520431,1,29,,residential,6,"LINESTRING (-112.0357171 33.4586347, -112.0357388 33.4598304, -112.035827 33.4599454)",1
North 21st Place,1053,5664938,647,113,1,148.1520431,1,29,,residential,6,"LINESTRING (-112.035827 33.4599454, -112.0357388 33.4598304, -112.0357171 33.4586347)",1
North 21st Place,1054,5664947,1352,305,1,199.0446973,1,25,,residential,6,"LINESTRING (-112.0357329 33.4657942, -112.035736 33.4659355, -112.0357364 33.4659527, -112.0357407 33.466422, -112.0357425 33.4666249, -112.0357394 33.4673673, -112.0357385 33.4675842)",1
North 21st Place,1055,5664947,305,1352,1,199.0446973,1,25,,residential,6,"LINESTRING (-112.0357385 33.4675842, -112.0357394 33.4673673, -112.0357425 33.4666249, -112.0357407 33.466422, -112.0357364 33.4659527, -112.035736 33.4659355, -112.0357329 33.4657942)",1
North Black Canyon Highway,1056,5665233,1921,577,1,277.3662756,2,39,,secondary,4,"LINESTRING (-112.10777 33.4524, -112.1077635 33.4527396, -112.1077493 33.4534858, -112.1077225 33.4548941)",0
North Black Canyon Highway,1057,5665233,577,650,1,366.2471268,2,39,,secondary,4,"LINESTRING (-112.1077225 33.4548941, -112.1077068 33.455825, -112.1076725 33.456656, -112.1076693 33.4567345, -112.1076381 33.457044, -112.1075844 33.4574457, -112.1074527 33.4581754)",0
North 13th Avenue,1058,5665414,1283,1257,1,118.8345892,1,25,,residential,6,"LINESTRING (-112.0892451 33.4481721, -112.0892479 33.448313, -112.0892601 33.4487249, -112.08926 33.4487409, -112.0892581 33.4489661, -112.0892567 33.4491238, -112.0892566 33.4491394, -112.0892604 33.4492406)",1
North 13th Avenue,1059,5665414,1257,1283,1,118.8345892,1,25,,residential,6,"LINESTRING (-112.0892604 33.4492406, -112.0892566 33.4491394, -112.0892567 33.4491238, -112.0892581 33.4489661, -112.08926 33.4487409, -112.0892601 33.4487249, -112.0892479 33.448313, -112.0892451 33.4481721)",1
North 13th Avenue,1060,5665414,1257,651,1,102.4571477,1,25,,residential,6,"LINESTRING (-112.0892604 33.4492406, -112.0892612 33.4493567, -112.0892635 33.4496847, -112.0892637 33.4497175, -112.0892638 33.44973, -112.0892675 33.450162)",1
North 13th Avenue,1061,5665414,651,1257,1,102.4571477,1,25,,residential,6,"LINESTRING (-112.0892675 33.450162, -112.0892638 33.44973, -112.0892637 33.4497175, -112.0892635 33.4496847, -112.0892612 33.4493567, -112.0892604 33.4492406)",1
North 13th Avenue,1062,5665414,651,1402,1,100.6153117,1,25,,residential,6,"LINESTRING (-112.0892675 33.450162, -112.0892758 33.4506081, -112.0892744 33.4510668)",1
North 13th Avenue,1063,5665414,1402,651,1,100.6153117,1,25,,residential,6,"LINESTRING (-112.0892744 33.4510668, -112.0892758 33.4506081, -112.0892675 33.450162)",1
North 13th Avenue,1064,5665414,1402,1399,1,33.82043621,1,25,,residential,6,"LINESTRING (-112.0892744 33.4510668, -112.0892783 33.451239, -112.0892813 33.4513709)",1
North 13th Avenue,1065,5665414,1399,1402,1,33.82043621,1,25,,residential,6,"LINESTRING (-112.0892813 33.4513709, -112.0892783 33.451239, -112.0892744 33.4510668)",1
North 13th Avenue,1066,5665447,652,546,1,55.1863395,1,25,,residential,6,"LINESTRING (-112.0891709 33.4622298, -112.0891879 33.4627259)",1
North 13th Avenue,1067,5665447,546,652,1,55.1863395,1,25,,residential,6,"LINESTRING (-112.0891879 33.4627259, -112.0891709 33.4622298)",1
North 13th Avenue,1068,5665447,546,653,1,112.3683392,1,25,,residential,6,"LINESTRING (-112.0891879 33.4627259, -112.0892026 33.4632425, -112.0892058 33.4637363)",1
North 13th Avenue,1069,5665447,653,546,1,112.3683392,1,25,,residential,6,"LINESTRING (-112.0892058 33.4637363, -112.0892026 33.4632425, -112.0891879 33.4627259)",1
