name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,activity_zone_id
,1907,437825254.0,,yes,,,"POLYGON ((-112.0823396 33.4530607, -112.0823397 33.4528882, -112.0823705 33.4528882, -112.0823705 33.4527319, -112.0823415 33.4527319, -112.0823415 33.4526648, -112.0822596 33.4526648, -112.0822596 33.4527375, -112.0820088 33.4527374, -112.0820088 33.4526946, -112.0819003 33.4526946, -112.0819003 33.4526174, -112.0818694 33.4526174, -112.0818694 33.4524599, -112.0814467 33.4524599, -112.0814467 33.4528884, -112.0819094 33.4528884, -112.0819094 33.4530606, -112.0819643 33.4530606, -112.0823396 33.4530607))",POINT (-112.0818771 33.4527701),3561.3,38333.7,17
Residence Inn Phoenix Downtown,1908,448374161.0,,hotel,,,"POLYGON ((-112.0742765 33.4465792, -112.0739417 33.4465795, -112.073937 33.4461938, -112.0742765 33.4461911, -112.0742765 33.4465792))",POINT (-112.0741081 33.4463854),1347.1,14500.0,23
,1909,449088822.0,,yes,,,"POLYGON ((-112.0985117 33.4608399, -112.0984467 33.4608391, -112.0984426 33.4606107, -112.0985117 33.4606083, -112.0985117 33.4608399))",POINT (-112.0984782 33.4607233),160.7,1729.4,6
,1910,449088823.0,,yes,,,"POLYGON ((-112.0990998 33.4608498, -112.0989273 33.4608515, -112.098927 33.4608333, -112.0989223 33.4605032, -112.0990939 33.460499, -112.0990998 33.4608498))",POINT (-112.0990109 33.460676),622.4,6699.0,6
,1911,449088824.0,,yes,,,"POLYGON ((-112.098927 33.4608333, -112.0985117 33.4608399, -112.0985117 33.4606083, -112.0985117 33.4605661, -112.0986774 33.4605669, -112.0986784 33.4604999, -112.0989223 33.4605032, -112.098927 33.4608333))",POINT (-112.0987277 33.4606809),1311.7,14118.6,6
,1912,449088825.0,,yes,,,"POLYGON ((-112.0984467 33.4608391, -112.098447 33.4608528, -112.0983236 33.4608543, -112.0983191 33.4606027, -112.0983563 33.4606022, -112.0983548 33.4605145, -112.0984409 33.4605134, -112.0984426 33.4606107, -112.0984467 33.4608391))",POINT (-112.0983861 33.4606945),396.0,4262.6,6
Banner University Medical Center Phoenix,1913,450893312.0,,hospital,,,"POLYGON ((-112.0606891 33.4655998, -112.0606949 33.4655734, -112.0606906 33.4648391, -112.0606931 33.463717, -112.0606877 33.4636968, -112.0606703 33.4636868, -112.0606408 33.4636812, -112.0590207 33.4636857, -112.0586257 33.4637016, -112.0565786 33.4637024, -112.0565504 33.4637092, -112.0565196 33.4637293, -112.0564941 33.4637651, -112.056486 33.4637985, -112.0564807 33.4638667, -112.0564713 33.4645794, -112.0564552 33.4655695, -112.0564673 33.4655986, -112.0564941 33.4656199, -112.0565263 33.4656333, -112.0565531 33.4656413, -112.0566014 33.4656391, -112.0580565 33.4656366, -112.0581973 33.4656021, -112.0588357 33.4656042, -112.0590347 33.4656282, -112.0606301 33.4656344, -112.0606529 33.4656288, -112.060673 33.465621, -112.0606891 33.4655998))",POINT (-112.0585854 33.4646624),84104.2,905289.4,4
,1914,450895073.0,,yes,,,"POLYGON ((-112.0586171 33.4652061, -112.0586385 33.4652273, -112.0586586 33.4652329, -112.0586908 33.4652329, -112.0587136 33.4652363, -112.0587404 33.4652464, -112.0587606 33.4652587, -112.0587753 33.4652654, -112.0587927 33.4652631, -112.0588061 33.465252, -112.0588115 33.4652318, -112.0588182 33.4652195, -112.0588357 33.4652106, -112.0588491 33.4651971, -112.0588611 33.465186, -112.0588772 33.4651848, -112.058888 33.4651781, -112.0588893 33.4651647, -112.0588893 33.4651524, -112.0588813 33.4651457, -112.0588745 33.4651401, -112.0588705 33.4651289, -112.0588678 33.4651155, -112.0588625 33.4650942, -112.0588544 33.4650864, -112.0588585 33.4650674, -112.0588571 33.4650528, -112.0588504 33.4650416, -112.0588289 33.4650383, -112.0588061 33.4650394, -112.0587927 33.4650293, -112.058782 33.465017, -112.0587807 33.4649935, -112.0587901 33.4649745, -112.0588035 33.4649656, -112.0588222 33.4649656, -112.0588357 33.4649711, -112.0588477 33.4649667, -112.0588571 33.4649566, -112.0588611 33.4649432, -112.0588531 33.4649365, -112.0588544 33.4649208, -112.0588598 33.464913, -112.0588678 33.4648995, -112.0588678 33.4648884, -112.0588692 33.4648783, -112.0588839 33.4648649, -112.0588906 33.464857, -112.0588906 33.4648436, -112.0588866 33.4648347, -112.0588732 33.4648324, -112.0588571 33.4648223, -112.0588316 33.4648056, -112.0588196 33.4647933, -112.0588035 33.4647787, -112.0588035 33.4647631, -112.058786 33.4647519, -112.0587713 33.4647519, -112.0587538 33.4647597, -112.0587391 33.464772, -112.0587217 33.4647742, -112.0586908 33.4647798, -112.0586734 33.4647843, -112.0586559 33.4647765, -112.0586372 33.4647787, -112.0586197 33.4647944, -112.058613 33.4648134, -112.0586036 33.4648324, -112.0585983 33.4648447, -112.0585808 33.4648481, -112.0585607 33.4648414, -112.0585446 33.4648279, -112.058546 33.4648078, -112.05855 33.464791, -112.0585433 33.4647754, -112.0585218 33.4647742, -112.0585057 33.4647787, -112.0584937 33.464781, -112.0584669 33.4647754, -112.0584454 33.464772, -112.0584253 33.4647619, -112.0584119 33.464753, -112.0583931 33.4647519, -112.0583743 33.4647541, -112.0583716 33.4647642, -112.0583689 33.4647821, -112.0583569 33.4647933, -112.0583314 33.4648156, -112.0583193 33.4648223, -112.0582992 33.4648246, -112.0582885 33.4648313, -112.0582818 33.4648514, -112.0582885 33.464866, -112.0583006 33.4648716, -112.0583099 33.4648828, -112.0583153 33.4648995, -112.0583193 33.4649119, -112.0583234 33.4649286, -112.0583193 33.4649454, -112.058322 33.4649577, -112.0583327 33.4649723, -112.0583502 33.4649756, -112.0583649 33.4649812, -112.0583877 33.464989, -112.0583985 33.4650047, -112.0583985 33.4650248, -112.0583824 33.465036, -112.0583596 33.4650394, -112.0583394 33.4650405, -112.0583301 33.4650439, -112.0583247 33.4650584, -112.0583247 33.4650763, -112.058322 33.4650909, -112.0583099 33.4651233, -112.0583019 33.4651412, -112.0582885 33.4651479, -112.0582818 33.4651613, -112.0582871 33.465177, -112.0582979 33.4651837, -112.058314 33.4651848, -112.0583314 33.4651949, -112.0583703 33.4652273, -112.0583743 33.4652441, -112.0583864 33.4652542, -112.0584025 33.4652576, -112.0584186 33.4652553, -112.0584306 33.4652441, -112.0584467 33.4652374, -112.0584762 33.4652352, -112.0585151 33.4652318, -112.0585259 33.4652341, -112.0585379 33.4652329, -112.0585527 33.4652251, -112.0585527 33.4652039, -112.05855 33.4651882, -112.0585473 33.4651804, -112.0585567 33.4651736, -112.0585715 33.4651703, -112.0585875 33.4651736, -112.058601 33.4651871, -112.0586171 33.4652061))",POINT (-112.0585888 33.4650064),2415.6,26001.4,4
,1915,456131025.0,,shelter,,,"POLYGON ((-112.0666486 33.4652014, -112.0665976 33.4652089, -112.0665882 33.4651645, -112.0666392 33.465157, -112.0666486 33.4652014))",POINT (-112.0666184 33.465183),24.2,260.9,3
,1916,456131026.0,,roof,,,"POLYGON ((-112.0666761 33.4653001, -112.0666273 33.4653146, -112.0666092 33.4652721, -112.066658 33.4652576, -112.0666761 33.4653001))",POINT (-112.0666426 33.4652861),23.9,256.9,3
,1917,456131027.0,,roof,,,"POLYGON ((-112.0665966 33.4653241, -112.066545 33.4653278, -112.0665403 33.4652829, -112.0665919 33.4652791, -112.0665966 33.4653241))",POINT (-112.0665685 33.4653035),24.2,260.1,3
,1918,456131028.0,,shelter,,,"POLYGON ((-112.0666354 33.4651515, -112.0665843 33.4651582, -112.0665759 33.4651136, -112.0666271 33.465107, -112.0666354 33.4651515))",POINT (-112.0666057 33.4651326),23.9,256.9,3
Arizona Fire Fighers Memorial,1919,470658456.0,,yes,,,"POLYGON ((-112.0936872 33.4483892, -112.0936409 33.4483366, -112.093591 33.4483119, -112.0935307 33.4483166, -112.0934852 33.44835, -112.0934719 33.4483993, -112.0934959 33.4484457, -112.0935473 33.4484712, -112.0936338 33.4484693, -112.0936335 33.4484603, -112.0935502 33.4484621, -112.0935044 33.4484395, -112.0934832 33.4483984, -112.093495 33.4483548, -112.0935352 33.4483253, -112.0935885 33.4483211, -112.0936335 33.4483434, -112.0936785 33.4483946, -112.0936872 33.4483892))",POINT (-112.0935604 33.4483873),46.8,503.9,22
,1920,470658459.0,,residential,,,"POLYGON ((-112.0920941 33.4482844, -112.092027 33.4482853, -112.0920266 33.448263, -112.0920937 33.448262, -112.0920941 33.4482844))",POINT (-112.0920604 33.4482737),14.9,160.2,22
,1921,470658460.0,,roof,,,"POLYGON ((-112.0962374 33.4493361, -112.0961987 33.4493367, -112.0961984 33.4493256, -112.0962372 33.4493251, -112.0962374 33.4493361))",POINT (-112.0962179 33.4493309),4.5,48.4,17
,1922,470728553.0,,retail,,,"POLYGON ((-112.0831305 33.45216, -112.0830232 33.4522495, -112.0829443 33.4521836, -112.0830515 33.4520941, -112.0831305 33.45216))",POINT (-112.0830374 33.4521718),145.3,1563.7,17
,1923,470728558.0,,roof,,,"POLYGON ((-112.0839577 33.4500899, -112.0834911 33.4500926, -112.0834903 33.4499974, -112.0839569 33.4499947, -112.0839577 33.4500899))",POINT (-112.083724 33.4500436),459.5,4946.3,17
,1924,478517321.0,,parking,,,"POLYGON ((-112.0858865 33.4539966, -112.0857019 33.4538475, -112.085973 33.4536138, -112.0861577 33.453763, -112.0860155 33.4538855, -112.0858865 33.4539966))",POINT (-112.0859298 33.4538052),860.4,9260.9,12
,1925,478517322.0,,parking,,,"POLYGON ((-112.0865161 33.4541455, -112.0860463 33.4541408, -112.0859731 33.4540749, -112.0860561 33.4540008, -112.0864591 33.4540117, -112.0865161 33.4541455))",POINT (-112.0862474 33.4540761),669.6,7207.6,12
,1926,478517323.0,,parking,,,"POLYGON ((-112.0867284 33.4551048, -112.0865621 33.4552625, -112.0864588 33.4551865, -112.0866251 33.4550209, -112.0867284 33.4551048))",POINT (-112.086594 33.4551429),308.6,3321.8,12
,1927,478517324.0,,parking,,,"POLYGON ((-112.0848561 33.4531705, -112.0845288 33.4529019, -112.0846589 33.45279, -112.0850639 33.4527889, -112.0850666 33.453044, -112.0849727 33.4530921, -112.0849338 33.453091, -112.0848561 33.4531705))",POINT (-112.0848385 33.4529394),1416.5,15247.1,17
,1928,482699831.0,,yes,,,"POLYGON ((-112.046969 33.4598788, -112.0469692 33.4598208, -112.0469174 33.4598207, -112.0469172 33.4598787, -112.046969 33.4598788))",POINT (-112.0469432 33.4598497),31.2,335.8,9
,1929,487242832.0,,commercial,,,"POLYGON ((-112.0831127 33.4526006, -112.0834244 33.4526037, -112.0834208 33.4528542, -112.0834721 33.4528547, -112.0834717 33.4528827, -112.0834938 33.4528829, -112.0834926 33.4529696, -112.0834371 33.4529691, -112.0834383 33.4528843, -112.0834309 33.4528842, -112.0834296 33.4529743, -112.0833781 33.4529738, -112.0833794 33.4528866, -112.0833726 33.4528866, -112.0833714 33.4529684, -112.0831942 33.4529666, -112.0831929 33.4530502, -112.0831058 33.4530493, -112.083106 33.4530357, -112.0830805 33.4530354, -112.0830842 33.4527742, -112.0831102 33.4527744, -112.0831127 33.4526006))",POINT (-112.0832611 33.4528095),1387.9,14938.8,17
,1930,487242833.0,,commercial,,,"POLYGON ((-112.0836092 33.4517223, -112.0835677 33.4517573, -112.0834556 33.4516647, -112.0834971 33.4516297, -112.0836092 33.4517223))",POINT (-112.0835324 33.4516935),80.7,869.0,17
,1931,487242834.0,,commercial,,,"POLYGON ((-112.0835026 33.4518085, -112.0834633 33.4518416, -112.0833047 33.4517106, -112.0833441 33.4516775, -112.0835026 33.4518085))",POINT (-112.0834037 33.4517595),108.0,1162.9,17
,1932,487242835.0,,commercial,,,"POLYGON ((-112.0831588 33.4515983, -112.0834458 33.4518355, -112.0834028 33.4518717, -112.0833977 33.4518675, -112.0833401 33.4519159, -112.0832245 33.4518203, -112.083282 33.4517719, -112.0832446 33.451741, -112.0831895 33.4517874, -112.0830539 33.4516753, -112.0831186 33.4516208, -112.0831254 33.4516264, -112.0831588 33.4515983))",POINT (-112.0832509 33.4517545),456.4,4913.1,17
,1933,487242836.0,,roof,,,"POLYGON ((-112.0857837 33.4518512, -112.0856998 33.4518514, -112.0856992 33.4517085, -112.0857831 33.4517082, -112.0857837 33.4518512))",POINT (-112.0857415 33.4517798),123.6,1330.8,17
,1934,487242837.0,,commercial,,,"POLYGON ((-112.0857705 33.4516995, -112.0856383 33.4517, -112.0856378 33.4515994, -112.0856386 33.4515928, -112.0856416 33.451588, -112.0856469 33.4515844, -112.0856544 33.4515826, -112.08577 33.4515822, -112.0857705 33.4516995))",POINT (-112.0857044 33.4516413),159.3,1714.9,17
,1935,487242838.0,,commercial,,,"POLYGON ((-112.0857156 33.4519944, -112.0853575 33.4519955, -112.0853569 33.4518568, -112.0857721 33.4518555, -112.0857724 33.4519193, -112.0857152 33.4519195, -112.0857156 33.4519944))",POINT (-112.0855504 33.451923),549.6,5915.6,17
,1936,487242839.0,,commercial,,,"POLYGON ((-112.0844128 33.4527967, -112.0842964 33.4527021, -112.0845248 33.4525064, -112.0846413 33.452601, -112.0844128 33.4527967))",POINT (-112.0844688 33.4526515),457.0,4918.7,17
,1937,487242840.0,,commercial,,,"POLYGON ((-112.0840217 33.452477, -112.0842185 33.4523084, -112.0843767 33.452437, -112.0841799 33.4526056, -112.0840217 33.452477))",POINT (-112.0841992 33.452457),534.8,5756.0,17
,1938,487242841.0,,commercial,,,"POLYGON ((-112.0834714 33.4520201, -112.0837581 33.4517781, -112.0838767 33.4518759, -112.0838436 33.4519039, -112.083849 33.4519084, -112.0838727 33.4518885, -112.0842185 33.4521737, -112.0839413 33.4524076, -112.0834714 33.4520201))",POINT (-112.0838447 33.4520948),2257.2,24296.7,17
,1939,487242842.0,,residential,,,"POLYGON ((-112.0851632 33.4526163, -112.0848467 33.4526186, -112.0847809 33.4525615, -112.0848309 33.452523, -112.0851622 33.4525206, -112.0851632 33.4526163))",POINT (-112.0849862 33.4525691),346.8,3733.2,17
,1940,487242843.0,,commercial,,,"POLYGON ((-112.0847987 33.4521915, -112.0847874 33.4521902, -112.0847771 33.4521942, -112.084771 33.4522023, -112.084771 33.4522118, -112.0847773 33.4522197, -112.0847877 33.4522236, -112.0847989 33.4522222, -112.0848075 33.4522159, -112.0848106 33.4522068, -112.0848074 33.4521977, -112.0847987 33.4521915))",POINT (-112.0847904 33.4522069),10.4,111.8,17
,1941,487242844.0,,commercial,,,"POLYGON ((-112.0848446 33.4521898, -112.0848333 33.4521885, -112.084823 33.4521925, -112.0848169 33.4522006, -112.084817 33.4522101, -112.0848232 33.4522181, -112.0848336 33.452222, -112.0848449 33.4522205, -112.0848534 33.4522143, -112.0848566 33.4522051, -112.0848533 33.452196, -112.0848446 33.4521898))",POINT (-112.0848363 33.4522052),10.5,113.1,17
,1942,487242845.0,,commercial,,,"POLYGON ((-112.084845 33.4522335, -112.0848337 33.4522322, -112.0848233 33.4522362, -112.0848172 33.4522442, -112.0848173 33.4522537, -112.0848235 33.4522617, -112.0848339 33.4522656, -112.0848452 33.4522642, -112.0848538 33.4522579, -112.0848569 33.4522488, -112.0848536 33.4522396, -112.084845 33.4522335))",POINT (-112.0848367 33.4522489),10.5,113.0,17
,1943,487242846.0,,commercial,,,"POLYGON ((-112.0847988 33.4522327, -112.0847875 33.4522314, -112.0847772 33.4522354, -112.0847711 33.4522434, -112.0847712 33.4522529, -112.0847774 33.4522609, -112.0847878 33.4522648, -112.0847991 33.4522634, -112.0848076 33.4522571, -112.0848108 33.452248, -112.0848075 33.4522388, -112.0847988 33.4522327))",POINT (-112.0847906 33.4522481),10.5,113.0,17
,1944,487242847.0,,commercial,,,"POLYGON ((-112.0851626 33.4523608, -112.0846994 33.4523621, -112.0846993 33.4523555, -112.0846815 33.4523555, -112.0846443 33.4523492, -112.0845946 33.4523146, -112.0845943 33.4522539, -112.0845991 33.4522539, -112.0845989 33.4522035, -112.0846443 33.4522034, -112.0846717 33.4521896, -112.0846986 33.4521895, -112.0846986 33.4521834, -112.0847636 33.4521832, -112.084764 33.4522703, -112.0848586 33.45227, -112.0848582 33.4521829, -112.0851619 33.452182, -112.0851626 33.4523608))",POINT (-112.084895 33.4522762),921.9,9923.2,17
,1945,487242848.0,,commercial,,,"POLYGON ((-112.0837598 33.4515146, -112.0842102 33.4515133, -112.0842105 33.451596, -112.0849678 33.4515938, -112.0849689 33.4518491, -112.0851596 33.4518486, -112.0851606 33.4520788, -112.0843274 33.4520813, -112.0842825 33.4520444, -112.0842818 33.4520285, -112.0841914 33.4519513, -112.0841184 33.4520125, -112.0840204 33.4519284, -112.0839647 33.4519288, -112.0838875 33.4518674, -112.0838767 33.4518759, -112.0837581 33.4517781, -112.0837655 33.4517711, -112.0837642 33.4516438, -112.0837604 33.4516438, -112.0837598 33.4515146))",POINT (-112.0844496 33.4518085),6033.1,64940.1,17
,1946,488794585.0,,roof,,,"POLYGON ((-112.0653122 33.4653727, -112.0652931 33.4653724, -112.0652937 33.4653469, -112.065313 33.465337, -112.0653122 33.4653727))",POINT (-112.0653035 33.4653571),6.1,65.9,3
,1947,488794586.0,,roof,,,"POLYGON ((-112.0643414 33.4655801, -112.0642998 33.4655801, -112.0642998 33.465571, -112.0643414 33.465571, -112.0643414 33.4655801))",POINT (-112.0643206 33.4655755),3.9,42.0,3
,1948,488794587.0,,roof,,,"POLYGON ((-112.0658412 33.4658875, -112.0658412 33.4659024, -112.0658014 33.4659024, -112.0658014 33.4658875, -112.0658412 33.4658875))",POINT (-112.0658213 33.4658949),6.3,67.7,3
,1949,488794588.0,,roof,,,"POLYGON ((-112.0649306 33.4661672, -112.0649172 33.4661671, -112.0649173 33.4661319, -112.0649307 33.4661319, -112.0649306 33.4661672))",POINT (-112.064924 33.4661495),4.7,51.0,3
,1950,489601876.0,,roof,,,"POLYGON ((-112.0653386 33.4508699, -112.0653209 33.4508702, -112.0653204 33.4508431, -112.065338 33.4508319, -112.0653386 33.4508699))",POINT (-112.06533 33.4508536),6.0,64.3,18
,1951,489601877.0,,roof,,,"POLYGON ((-112.0669656 33.4512576, -112.0669291 33.4512584, -112.0669286 33.451245, -112.0669652 33.4512442, -112.0669656 33.4512576))",POINT (-112.0669471 33.4512513),4.9,53.1,18
,1952,489601878.0,,roof,,,"POLYGON ((-112.06577 33.4515273, -112.0657306 33.4515271, -112.0657306 33.4515136, -112.06577 33.4515137, -112.06577 33.4515273))",POINT (-112.0657503 33.4515204),5.7,61.7,18
,1953,489601879.0,,roof,,,"POLYGON ((-112.0647298 33.4512505, -112.0647293 33.4512668, -112.0646969 33.4512661, -112.0646894 33.4512496, -112.0647298 33.4512505))",POINT (-112.0647113 33.4512579),6.2,66.5,18
,1954,489601880.0,,roof,,,"POLYGON ((-112.065085 33.4550552, -112.0650713 33.4550553, -112.0650709 33.4550212, -112.0650847 33.4550211, -112.065085 33.4550552))",POINT (-112.065078 33.4550382),4.9,53.2,13
,1955,489601881.0,,roof,,,"POLYGON ((-112.0660643 33.4587444, -112.0660642 33.4587562, -112.0660242 33.4587561, -112.0660242 33.4587444, -112.0660643 33.4587444))",POINT (-112.0660443 33.4587503),4.8,51.8,8
,1956,489601882.0,,roof,,,"POLYGON ((-112.0654419 33.4581421, -112.0654276 33.4581422, -112.0654273 33.4581087, -112.0654417 33.4581087, -112.0654419 33.4581421))",POINT (-112.0654346 33.4581254),4.8,51.8,13
,1957,490410997.0,,roof,,,"POLYGON ((-112.064644 33.4470482, -112.064644 33.4470647, -112.064614 33.4470647, -112.0646001 33.4470483, -112.064644 33.4470482))",POINT (-112.0646253 33.447056),6.2,66.8,23
,1958,490410998.0,,roof,,,"POLYGON ((-112.0649031 33.4486453, -112.0649228 33.4486447, -112.0649238 33.4486697, -112.0649046 33.4486819, -112.0649031 33.4486453))",POINT (-112.064913 33.4486606),6.2,66.6,23
,1959,490410999.0,,roof,,,"POLYGON ((-112.0652803 33.4475868, -112.0652606 33.4475869, -112.0652603 33.4475619, -112.06528 33.4475501, -112.0652803 33.4475868))",POINT (-112.0652709 33.4475712),6.2,66.8,23
,1960,490411000.0,,roof,,,"POLYGON ((-112.0679883 33.4515456, -112.0679468 33.4515453, -112.0679469 33.4515351, -112.0679884 33.4515354, -112.0679883 33.4515456))",POINT (-112.0679676 33.4515404),4.4,47.7,18
,1961,490411001.0,,roof,,,"POLYGON ((-112.0733059 33.4513098, -112.0732711 33.4513097, -112.0732711 33.4513005, -112.0733059 33.4513006, -112.0733059 33.4513098))",POINT (-112.0732885 33.4513051),3.2,34.4,18
,1962,490411002.0,,roof,,,"POLYGON ((-112.0741111 33.4521614, -112.0741419 33.4521611, -112.0741406 33.4520789, -112.0741587 33.4520787, -112.0741579 33.4520294, -112.074109 33.4520299, -112.0741111 33.4521614))",POINT (-112.0741297 33.452088),50.4,542.6,18
