name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,activity_zone_id
,3168,679176632.0,,residential,,,"POLYGON ((-112.0835535 33.4649441, -112.0834301 33.4649441, -112.0834301 33.4651007, -112.0835535 33.4651007, -112.0835535 33.4649441))",POINT (-112.0834918 33.4650224),198.9,2141.5,2
,3169,679176633.0,,commercial,,,"POLYGON ((-112.0972285 33.4647255, -112.097667 33.4647273, -112.0976678 33.4645908, -112.0973634 33.4645896, -112.0973644 33.4644218, -112.0972303 33.4644212, -112.0972285 33.4647255))",POINT (-112.0974068 33.4646164),846.3,9109.5,2
,3170,679176634.0,,residential,,,"POLYGON ((-112.0898004 33.464312, -112.0897656 33.464312, -112.0897656 33.464368, -112.0898004 33.464368, -112.0898004 33.464312))",POINT (-112.089783 33.46434),20.5,220.2,2
,3171,679176635.0,,residential,,,"POLYGON ((-112.0873679 33.465226, -112.0873679 33.4651748, -112.0873267 33.4651748, -112.0873267 33.465226, -112.0873679 33.465226))",POINT (-112.0873473 33.4652004),21.7,233.1,2
,3172,679176636.0,,yes,,,"POLYGON ((-112.0777919 33.4651708, -112.0776947 33.4651706, -112.0776945 33.4652282, -112.0777917 33.4652284, -112.0777919 33.4651708))",POINT (-112.0777432 33.4651995),57.2,615.2,3
,3173,679176637.0,,residential,,,"POLYGON ((-112.0939752 33.4649195, -112.0938626 33.4649195, -112.0938626 33.4650806, -112.0939752 33.4650806, -112.0939752 33.4649195))",POINT (-112.0939189 33.4650001),186.9,2011.8,2
,3174,679176638.0,,residential,,,"POLYGON ((-112.0872734 33.4629085, -112.0872278 33.4629085, -112.0872278 33.4629146, -112.0871651 33.4629146, -112.0871651 33.4630315, -112.0872047 33.4630315, -112.0872047 33.4630533, -112.0872737 33.4630533, -112.0872737 33.4630371, -112.087267 33.4630371, -112.087267 33.4630195, -112.0872734 33.4630195, -112.0872734 33.4629085))",POINT (-112.0872215 33.4629787),148.5,1598.1,7
,3175,679176639.0,,residential,,,"POLYGON ((-112.0836177 33.4651474, -112.0836137 33.4652188, -112.0836928 33.465222, -112.0836968 33.4651505, -112.0836177 33.4651474))",POINT (-112.0836553 33.4651847),58.2,626.2,2
,3176,679176640.0,,commercial,,,"POLYGON ((-112.0982212 33.4626841, -112.0981354 33.4626841, -112.0981354 33.4629526, -112.0982212 33.4629526, -112.0982212 33.4626841))",POINT (-112.0981783 33.4628184),238.4,2566.1,6
,3177,679176641.0,,residential,,,"POLYGON ((-112.0851964 33.4634897, -112.0850757 33.4634897, -112.0850757 33.4635792, -112.0851964 33.4635792, -112.0851964 33.4634897))",POINT (-112.0851361 33.4635344),111.4,1199.5,2
,3178,679176642.0,,roof,,,"POLYGON ((-112.0779964 33.4651651, -112.0779966 33.4651087, -112.0779323 33.4651086, -112.0779321 33.4651649, -112.0779964 33.4651651))",POINT (-112.0779644 33.4651368),37.2,400.4,3
,3179,679176643.0,,residential,,,"POLYGON ((-112.0814624 33.464445, -112.081331 33.4644448, -112.0813309 33.464477, -112.0813095 33.464477, -112.0813094 33.4645385, -112.0813206 33.4645386, -112.0813205 33.4646229, -112.0813668 33.464623, -112.0814131 33.4646231, -112.0814595 33.4646231, -112.0814596 33.4645374, -112.0814683 33.4645374, -112.0814685 33.4644773, -112.0814624 33.4644773, -112.0814624 33.464445))",POINT (-112.0813907 33.4645334),264.4,2846.1,2
,3180,679176644.0,,residential,,,"POLYGON ((-112.0929426 33.463116, -112.0928782 33.463116, -112.0928782 33.463201, -112.0929426 33.463201, -112.0929426 33.463116))",POINT (-112.0929104 33.4631585),56.4,607.1,7
,3181,679176645.0,,residential,,,"POLYGON ((-112.0938867 33.4639103, -112.0938867 33.4640026, -112.0938914 33.4640026, -112.0938914 33.4640379, -112.0939752 33.4640379, -112.0939752 33.4640029, -112.0939793 33.4640029, -112.0939793 33.4639103, -112.0938867 33.4639103))",POINT (-112.0939331 33.4639729),118.1,1271.6,2
,3182,679176646.0,,residential,,,"POLYGON ((-112.0922117 33.4641364, -112.0922117 33.4641834, -112.0922707 33.4641834, -112.0922707 33.4641364, -112.0922117 33.4641364))",POINT (-112.0922412 33.4641599),28.6,307.8,2
,3183,679176647.0,,residential,,,"POLYGON ((-112.0893297 33.4624223, -112.0893297 33.4625588, -112.0894477 33.4625588, -112.0894477 33.4623843, -112.0893967 33.4623843, -112.0893967 33.4624223, -112.0893297 33.4624223))",POINT (-112.0893923 33.4624812),185.4,1995.8,7
,3184,679176648.0,,residential,,,"POLYGON ((-112.0763218 33.4648666, -112.0761837 33.464866, -112.0761837 33.4648719, -112.0761503 33.4648718, -112.0761501 33.464907, -112.0761839 33.4649072, -112.0761829 33.465055, -112.0763039 33.4650556, -112.0763041 33.465035, -112.076345 33.4650352, -112.0763455 33.4649615, -112.0763399 33.4649614, -112.0763401 33.4649329, -112.0763294 33.4649329, -112.0763295 33.4649168, -112.0763358 33.4649169, -112.0763361 33.4648741, -112.0763218 33.464874, -112.0763218 33.4648666))",POINT (-112.0762564 33.4649575),308.3,3318.3,3
,3185,679176649.0,,residential,,,"POLYGON ((-112.0867561 33.465066, -112.086909 33.465066, -112.086909 33.4649564, -112.0867561 33.4649564, -112.0867561 33.465066))",POINT (-112.0868325 33.4650112),171.8,1849.5,2
,3186,679176650.0,,residential,,,"POLYGON ((-112.0808029 33.463926, -112.0806608 33.463926, -112.0806608 33.4640468, -112.0807171 33.4640468, -112.0807171 33.4640849, -112.0808029 33.4640849, -112.0808029 33.463926))",POINT (-112.0807364 33.4639991),210.5,2265.6,2
,3187,679176651.0,,residential,,,"POLYGON ((-112.0861034 33.4630149, -112.0861529 33.4630145, -112.0861535 33.463056, -112.0862634 33.463055, -112.0862616 33.4629096, -112.0861021 33.462911, -112.0861034 33.4630149))",POINT (-112.086188 33.4629779),218.0,2346.0,7
,3188,679176652.0,,residential,,,"POLYGON ((-112.0852058 33.4649542, -112.0850824 33.4649542, -112.0850824 33.4650906, -112.0852058 33.4650906, -112.0852058 33.4649542))",POINT (-112.0851441 33.4650224),172.1,1852.9,2
,3189,679176653.0,,residential,,,"POLYGON ((-112.0768319 33.4633577, -112.0768319 33.4634583, -112.0770009 33.4634583, -112.0770009 33.4633577, -112.0768319 33.4633577))",POINT (-112.0769164 33.463408),175.8,1892.7,3
,3190,679176654.0,,residential,,,"POLYGON ((-112.086559 33.4641218, -112.0864865 33.4641218, -112.0864865 33.4642359, -112.0866555 33.4642359, -112.0866555 33.4641777, -112.086559 33.4641777, -112.086559 33.4641218))",POINT (-112.0865569 33.4641902),144.2,1552.3,2
,3191,679176655.0,,residential,,,"POLYGON ((-112.0925242 33.4622724, -112.0925242 33.4623303, -112.0925671 33.4623303, -112.0925671 33.4623356, -112.0925916 33.4623356, -112.0925916 33.4623275, -112.0926529 33.4623275, -112.0926529 33.4622724, -112.0925242 33.4622724))",POINT (-112.0925876 33.4623013),76.5,823.1,7
,3192,679176657.0,,residential,,,"POLYGON ((-112.0930351 33.4644519, -112.0930351 33.4645906, -112.0931498 33.4645906, -112.0931498 33.4645691, -112.093177 33.4645691, -112.093177 33.4644519, -112.0931468 33.4644519, -112.0931468 33.4644396, -112.0931129 33.4644396, -112.0931129 33.4644519, -112.0930351 33.4644519))",POINT (-112.0931048 33.4645179),199.8,2150.3,2
,3193,679176658.0,,residential,,,"POLYGON ((-112.0894798 33.4649767, -112.0894749 33.4649767, -112.089475 33.4649914, -112.0894802 33.4649914, -112.089481 33.4650761, -112.0895952 33.4650754, -112.089594 33.4649408, -112.08948 33.4649416, -112.0894798 33.4649767))",POINT (-112.0895372 33.4650084),159.6,1718.0,2
,3194,679176659.0,,residential,,,"POLYGON ((-112.0852715 33.4639335, -112.0852715 33.4640121, -112.0852286 33.4640121, -112.0852286 33.464077, -112.0853976 33.464077, -112.0853976 33.4639335, -112.0852715 33.4639335))",POINT (-112.0853233 33.4640105),215.7,2321.8,2
,3195,679176660.0,,residential,,,"POLYGON ((-112.0818551 33.4645197, -112.0818553 33.4645995, -112.0819879 33.4645993, -112.0819877 33.4644726, -112.0818228 33.4644728, -112.0818229 33.4645198, -112.0818551 33.4645197))",POINT (-112.0819147 33.4645327),187.8,2021.5,2
,3196,679176661.0,,residential,,,"POLYGON ((-112.0894007 33.463436, -112.0893015 33.463436, -112.0893015 33.4635769, -112.0894007 33.4635769, -112.0894007 33.463436))",POINT (-112.0893511 33.4635064),144.3,1553.2,2
,3197,679176662.0,,residential,,,"POLYGON ((-112.0752406 33.4629461, -112.075241 33.4628342, -112.0752893 33.4628343, -112.0752896 33.4627433, -112.0751743 33.462743, -112.0751731 33.4630725, -112.0752804 33.4630727, -112.0752809 33.4629462, -112.0752406 33.4629461))",POINT (-112.0752239 33.4629076),324.1,3488.1,8
,3198,679176663.0,,yes,,,"POLYGON ((-112.0993772 33.4638947, -112.0994309 33.4638947, -112.0994309 33.4638029, -112.0993772 33.4638029, -112.0993772 33.4638947))",POINT (-112.099404 33.4638488),51.0,549.0,1
,3199,679176664.0,,residential,,,"POLYGON ((-112.0864463 33.4639425, -112.0863605 33.4639425, -112.0863605 33.4639303, -112.0862988 33.4639303, -112.0862988 33.4640972, -112.0863514 33.4640972, -112.0863514 33.46407, -112.0864463 33.46407, -112.0864463 33.4639425))",POINT (-112.0863678 33.464009),216.6,2332.0,2
,3200,679176665.0,,residential,,,"POLYGON ((-112.0916578 33.4625499, -112.0917225 33.4625499, -112.0917225 33.4624111, -112.0916742 33.4624111, -112.0916742 33.4624321, -112.0916256 33.4624321, -112.0916256 33.4624827, -112.0916578 33.4624827, -112.0916578 33.4625499))",POINT (-112.0916833 33.4624788),105.6,1136.7,7
,3201,679176666.0,,residential,,,"POLYGON ((-112.0837708 33.464498, -112.0837708 33.464416, -112.0836098 33.464416, -112.0836098 33.4646062, -112.0837359 33.4646062, -112.0837359 33.464498, -112.0837708 33.464498))",POINT (-112.0836814 33.4645053),276.9,2980.5,2
,3202,679176667.0,,yes,,,"POLYGON ((-112.0938948 33.4656959, -112.0939752 33.4656959, -112.0939752 33.4654118, -112.0939566 33.4654118, -112.0939566 33.4654077, -112.0938948 33.4654077, -112.0938948 33.4656959))",POINT (-112.0939349 33.4655523),238.4,2566.1,2
,3203,679176668.0,,residential,,,"POLYGON ((-112.0842253 33.4645828, -112.084362 33.4645842, -112.0843646 33.4644209, -112.0843163 33.4644204, -112.0843154 33.4644763, -112.0842269 33.4644754, -112.0842253 33.4645828))",POINT (-112.0843015 33.4645172),179.2,1929.3,2
,3204,679176669.0,,residential,,,"POLYGON ((-112.0770518 33.4639817, -112.0771957 33.4639817, -112.0771957 33.4638997, -112.0771816 33.4638997, -112.0771816 33.4638097, -112.0770699 33.4638097, -112.0770699 33.4638983, -112.0770518 33.4638983, -112.0770518 33.4639817))",POINT (-112.0771246 33.4639011),225.1,2422.6,3
,3205,679176670.0,,residential,,,"POLYGON ((-112.0910342 33.4630741, -112.0911482 33.4630741, -112.0911482 33.4629384, -112.0910879 33.4629384, -112.0910879 33.4629049, -112.0910342 33.4629049, -112.0910342 33.4630741))",POINT (-112.0910881 33.4629974),176.6,1900.5,7
,3206,679176671.0,,residential,,,"POLYGON ((-112.0764552 33.4631697, -112.0763855 33.4631691, -112.0763847 33.463234, -112.0764544 33.4632346, -112.0764552 33.4631697))",POINT (-112.07642 33.4632019),46.8,503.9,8
,3207,679176672.0,,residential,,,"POLYGON ((-112.0940272 33.4624145, -112.0940272 33.462537, -112.0940332 33.462537, -112.0940332 33.4625518, -112.0941254 33.4625518, -112.0941254 33.4624145, -112.0940272 33.4624145))",POINT (-112.0940766 33.4624827),138.4,1489.5,7
,3208,679176673.0,,residential,,,"POLYGON ((-112.083524 33.4635881, -112.083524 33.4634516, -112.0834194 33.4634516, -112.0834194 33.4635389, -112.083347 33.4635389, -112.083347 33.4635881, -112.083524 33.4635881))",POINT (-112.083454 33.4635286),184.2,1982.3,2
,3209,679176674.0,,residential,,,"POLYGON ((-112.0865093 33.4618981, -112.0863672 33.4618981, -112.0863672 33.4619988, -112.0865093 33.4619988, -112.0865093 33.4618981))",POINT (-112.0864383 33.4619485),146.5,1577.1,7
,3210,679176675.0,,residential,,,"POLYGON ((-112.0797575 33.4643472, -112.0797575 33.4642851, -112.0796777 33.4642851, -112.0796777 33.4643472, -112.0797575 33.4643472))",POINT (-112.0797176 33.4643162),51.7,557.0,3
,3211,679176676.0,,residential,,,"POLYGON ((-112.0840819 33.4632905, -112.0840041 33.4632905, -112.0840041 33.4633487, -112.0840819 33.4633487, -112.0840819 33.4632905))",POINT (-112.084043 33.4633196),46.8,503.8,2
,3212,679176677.0,,residential,,,"POLYGON ((-112.0768554 33.4652174, -112.0768084 33.4652174, -112.0768084 33.4651559, -112.0768554 33.4651559, -112.0768554 33.4652174))",POINT (-112.0768319 33.4651866),29.9,322.1,3
,3213,679176678.0,,yes,,,"POLYGON ((-112.0894366 33.4656601, -112.0894364 33.4654051, -112.0893145 33.4654052, -112.0893148 33.4656602, -112.0894366 33.4656601))",POINT (-112.0893756 33.4655326),319.8,3442.2,2
,3214,679176679.0,,residential,,,"POLYGON ((-112.0843871 33.4620676, -112.0845319 33.4620676, -112.0845319 33.4619043, -112.0843871 33.4619043, -112.0843871 33.4620676))",POINT (-112.0844595 33.4619859),243.2,2617.9,7
,3215,679176680.0,,residential,,,"POLYGON ((-112.0804368 33.464936, -112.0804368 33.4650638, -112.0804472 33.4650638, -112.0804472 33.4651155, -112.0804559 33.4651155, -112.0804559 33.4651245, -112.0804643 33.4651245, -112.0804643 33.4651443, -112.0805756 33.4651443, -112.0805756 33.4650232, -112.0806216 33.4650232, -112.0806216 33.464936, -112.0804368 33.464936))",POINT (-112.0805203 33.4650296),326.4,3513.3,3
,3216,679176681.0,,residential,,,"POLYGON ((-112.0845674 33.4640538, -112.0845674 33.4639646, -112.0844631 33.4639646, -112.0844631 33.4639268, -112.0844112 33.4639268, -112.0844112 33.4640555, -112.084494 33.4640555, -112.084494 33.4640703, -112.0845476 33.4640703, -112.0845476 33.4640538, -112.0845674 33.4640538))",POINT (-112.0844846 33.464005),174.2,1875.6,2
,3217,679176682.0,,residential,,,"POLYGON ((-112.0774407 33.463342, -112.0772959 33.463342, -112.0772959 33.4634986, -112.0774407 33.4634986, -112.0774407 33.463342))",POINT (-112.0773683 33.4634203),234.9,2528.4,3
,3218,679176683.0,,residential,,,"POLYGON ((-112.0903422 33.462904, -112.0902933 33.462904, -112.0902933 33.4629093, -112.090251 33.4629093, -112.090251 33.462937, -112.0902306 33.462937, -112.0902306 33.4629717, -112.090251 33.4629717, -112.090251 33.4630106, -112.0903422 33.4630106, -112.0903422 33.462904))",POINT (-112.0902933 33.4629582),104.6,1125.7,7
,3219,679176684.0,,residential,,,"POLYGON ((-112.0915693 33.4650322, -112.0916019 33.4650322, -112.0916019 33.4651119, -112.0916572 33.4651119, -112.0916572 33.4650559, -112.0917001 33.4650559, -112.0917001 33.4649421, -112.0916505 33.4649421, -112.0916505 33.4649553, -112.0915693 33.4649553, -112.0915693 33.4650322))",POINT (-112.0916377 33.4650165),166.8,1795.3,2
,3220,679176685.0,,roof,,,"POLYGON ((-112.0894332 33.4651855, -112.0893004 33.4651855, -112.0893004 33.4651346, -112.0894332 33.4651346, -112.0894332 33.4651855))",POINT (-112.0893668 33.46516),70.1,754.7,2
,3221,679176686.0,,residential,,,"POLYGON ((-112.0754277 33.4629773, -112.0753687 33.4629773, -112.0753687 33.4630265, -112.0754277 33.4630265, -112.0754277 33.4629773))",POINT (-112.0753982 33.4630019),29.7,319.7,8
,3222,679176687.0,,yes,,,"POLYGON ((-112.0962187 33.4640558, -112.0962669 33.4640572, -112.0962693 33.4640014, -112.0962211 33.4639999, -112.0962187 33.4640558))",POINT (-112.096244 33.4640286),27.9,300.5,2
,3223,679176688.0,,residential,,,"POLYGON ((-112.0853209 33.464294, -112.0852149 33.4642925, -112.0852132 33.464382, -112.0853192 33.4643834, -112.0853209 33.464294))",POINT (-112.085267 33.464338),98.0,1055.2,2
,3224,679176689.0,,residential,,,"POLYGON ((-112.0902882 33.4651686, -112.0902176 33.4651686, -112.0902176 33.4651139, -112.0902882 33.4651139, -112.0902882 33.4651686))",POINT (-112.0902529 33.4651413),39.6,426.3,2
,3225,679176690.0,,residential,,,"POLYGON ((-112.0790065 33.4651863, -112.078973 33.4651935, -112.0790065 33.4652624, -112.0790794 33.4652624, -112.0790794 33.4651863, -112.0790065 33.4651863))",POINT (-112.0790341 33.4652224),69.3,745.9,3
,3226,679176691.0,,commercial,,,"POLYGON ((-112.0975399 33.4650918, -112.0974112 33.4650918, -112.0974112 33.4651558, -112.0974182 33.4651558, -112.0974182 33.4651807, -112.0974822 33.4651807, -112.0974822 33.4651558, -112.0975399 33.4651558, -112.0975399 33.4650918))",POINT (-112.0974714 33.465131),101.3,1090.3,2
,3227,679176692.0,,residential,,,"POLYGON ((-112.0888951 33.4645682, -112.0888951 33.4644697, -112.0887879 33.4644697, -112.0887879 33.4645682, -112.0888951 33.4645682))",POINT (-112.0888415 33.464519),109.0,1173.3,2
,3228,679176693.0,,residential,,,"POLYGON ((-112.0914379 33.4630086, -112.0914808 33.4630086, -112.0914808 33.4630601, -112.0915257 33.4630601, -112.0915257 33.4630201, -112.0915556 33.4630201, -112.0915556 33.4629101, -112.0915106 33.4629101, -112.0915106 33.4629222, -112.0914379 33.4629222, -112.0914379 33.4630086))",POINT (-112.0915005 33.4629766),137.1,1475.9,7
,3229,679176694.0,,yes,,,"POLYGON ((-112.0857905 33.4652025, -112.0856966 33.4652025, -112.0856966 33.465245, -112.0857905 33.465245, -112.0857905 33.4652025))",POINT (-112.0857436 33.4652237),41.4,445.2,2
,3230,679176695.0,,residential,,,"POLYGON ((-112.0938529 33.4634561, -112.0937439 33.4634561, -112.0937439 33.4634793, -112.0937151 33.4634793, -112.0937151 33.4635308, -112.0937416 33.4635308, -112.0937416 33.463554, -112.0938519 33.463554, -112.0938519 33.4635129, -112.0938529 33.4635129, -112.0938529 33.4634561))",POINT (-112.0937896 33.4635051),126.1,1356.9,2
,3231,679176696.0,,residential,,,"POLYGON ((-112.0909967 33.463436, -112.0908974 33.463436, -112.0908974 33.4635792, -112.0909967 33.4635792, -112.0909967 33.463436))",POINT (-112.0909471 33.4635076),147.9,1591.7,2
,3232,679176697.0,,residential,,,"POLYGON ((-112.0756204 33.4643456, -112.0755063 33.4643454, -112.0755058 33.4645456, -112.0756199 33.4645458, -112.0756204 33.4643456))",POINT (-112.0755631 33.4644456),235.3,2533.0,3
,3233,679176698.0,,residential,,,"POLYGON ((-112.0910369 33.463568, -112.0911576 33.463568, -112.0911576 33.4634472, -112.0910369 33.4634472, -112.0910369 33.463568))",POINT (-112.0910972 33.4635076),150.1,1615.4,2
,3234,679176699.0,,residential,,,"POLYGON ((-112.0936876 33.4640712, -112.0936876 33.4639103, -112.093589 33.4639103, -112.093589 33.4640245, -112.0935917 33.4640245, -112.0935917 33.4640558, -112.0936168 33.4640558, -112.0936168 33.4640712, -112.0936876 33.4640712))",POINT (-112.0936396 33.4639884),158.3,1703.8,2
,3235,679176700.0,,residential,,,"POLYGON ((-112.0868245 33.4642225, -112.0868835 33.4642225, -112.0868835 33.4641688, -112.0868245 33.4641688, -112.0868245 33.4642225))",POINT (-112.086854 33.4641957),33.0,355.2,2
,3236,679176701.0,,residential,,,"POLYGON ((-112.089555 33.4624604, -112.0894986 33.4624604, -112.0894986 33.4625588, -112.0896408 33.4625588, -112.0896408 33.4624044, -112.089555 33.4624044, -112.089555 33.4624604))",POINT (-112.0895769 33.4624899),193.5,2082.6,7
,3237,679176702.0,,residential,,,"POLYGON ((-112.0770693 33.4649348, -112.0770693 33.4650817, -112.0771203 33.4650817, -112.0771203 33.4650624, -112.0771384 33.4650624, -112.0771384 33.4650817, -112.0771947 33.4650817, -112.0771947 33.4649885, -112.0772021 33.4649885, -112.0772021 33.4648716, -112.0770291 33.4648716, -112.0770291 33.4649348, -112.0770693 33.4649348))",POINT (-112.0771268 33.4649678),302.2,3252.5,3
,3238,679176703.0,,residential,,,"POLYGON ((-112.0900458 33.465075, -112.0900458 33.464943, -112.0899358 33.464943, -112.0899358 33.465075, -112.0900458 33.465075))",POINT (-112.0899908 33.465009),150.4,1618.7,2
,3239,679176704.0,,residential,,,"POLYGON ((-112.0804389 33.4640714, -112.0805086 33.4640723, -112.0805079 33.4641081, -112.0805669 33.4641089, -112.080568 33.4640485, -112.0806176 33.4640491, -112.0806198 33.4639315, -112.0804415 33.4639292, -112.0804389 33.4640714))",POINT (-112.0805271 33.4640059),270.6,2912.5,3
,3240,679176705.0,,residential,,,"POLYGON ((-112.0883024 33.4624223, -112.0883024 33.4625655, -112.0884392 33.4625655, -112.0884392 33.4624223, -112.0883024 33.4624223))",POINT (-112.0883708 33.4624939),201.9,2173.6,7
,3241,679176706.0,,residential,,,"POLYGON ((-112.0832424 33.4649441, -112.0832424 33.4650985, -112.0833577 33.4650985, -112.0833577 33.4649441, -112.0832424 33.4649441))",POINT (-112.0833 33.4650213),183.0,1969.5,2
,3242,679176707.0,,residential,,,"POLYGON ((-112.0759414 33.4632861, -112.075818 33.4632861, -112.075818 33.463483, -112.0759414 33.463483, -112.0759414 33.4632861))",POINT (-112.0758797 33.4633846),250.7,2698.5,3
,3243,679176708.0,,house,,,"POLYGON ((-112.095252 33.4629954, -112.0953375 33.4629954, -112.0953375 33.4628911, -112.0952969 33.4628911, -112.0952969 33.4629104, -112.095252 33.4629104, -112.095252 33.4629954))",POINT (-112.0952969 33.4629478),82.6,889.2,7
,3244,679176709.0,,residential,,,"POLYGON ((-112.0839197 33.4641363, -112.0839197 33.4641788, -112.0838177 33.4641788, -112.0838177 33.464246, -112.0839653 33.464246, -112.0839653 33.4641363, -112.0839197 33.4641363))",POINT (-112.0838998 33.4642034),123.7,1331.6,2
,3245,679176710.0,,residential,,,"POLYGON ((-112.0790599 33.4641441, -112.0789888 33.4641435, -112.0789882 33.4641927, -112.0790593 33.4641933, -112.0790599 33.4641441))",POINT (-112.0790241 33.4641684),36.0,387.2,3
,3246,679176711.0,,yes,,,"POLYGON ((-112.092575 33.4653282, -112.0925725 33.4656948, -112.0926217 33.4656951, -112.0926218 33.4656903, -112.092775 33.465691, -112.092775 33.4656958, -112.0930016 33.4656968, -112.0930031 33.4654767, -112.0926962 33.4654753, -112.0926968 33.4653755, -112.0927612 33.4653758, -112.0927609 33.4654129, -112.0930104 33.4654141, -112.0930111 33.4653008, -112.092765 33.4652997, -112.0927648 33.4653291, -112.092575 33.4653282))",POINT (-112.0927874 33.4655121),1470.8,15831.8,2
,3247,679176712.0,,residential,,,"POLYGON ((-112.0921165 33.462344, -112.0922425 33.462344, -112.0922425 33.4622926, -112.0921165 33.4622926, -112.0921165 33.462344))",POINT (-112.0921795 33.4623183),66.7,717.8,7
,3248,679176713.0,,residential,,,"POLYGON ((-112.0922704 33.4652417, -112.0922084 33.4652417, -112.0922084 33.4651927, -112.0922704 33.4651927, -112.0922704 33.4652417))",POINT (-112.0922394 33.4652172),31.9,343.4,2
,3249,679176714.0,,residential,,,"POLYGON ((-112.0897736 33.4644642, -112.0897736 33.4645962, -112.089905 33.4645962, -112.089905 33.4644642, -112.0897736 33.4644642))",POINT (-112.0898393 33.4645302),179.3,1930.4,2
,3250,679176715.0,,yes,,,"POLYGON ((-112.0989776 33.4632077, -112.0989266 33.4632077, -112.0989266 33.4633129, -112.0989776 33.4633129, -112.0989776 33.4632077))",POINT (-112.0989521 33.4632603),56.2,604.5,1
,3251,679176716.0,,residential,,,"POLYGON ((-112.0907445 33.4639596, -112.0907445 33.4640826, -112.0908196 33.4640826, -112.0908196 33.4639596, -112.0907445 33.4639596))",POINT (-112.0907821 33.4640211),95.2,1024.7,2
,3252,679176717.0,,residential,,,"POLYGON ((-112.0817296 33.4634427, -112.0817296 33.4635993, -112.0818476 33.4635993, -112.0818476 33.4634427, -112.0817296 33.4634427))",POINT (-112.0817886 33.463521),190.8,2054.3,2
,3253,679176718.0,,residential,,,"POLYGON ((-112.0921101 33.4633241, -112.0920645 33.4633241, -112.0920645 33.4633775, -112.0921101 33.4633775, -112.0921101 33.4633241))",POINT (-112.0920873 33.4633508),24.8,266.7,2
,3254,679176719.0,,residential,,,"POLYGON ((-112.0767796 33.4627781, -112.0766776 33.4627781, -112.0766776 33.4628766, -112.0767259 33.4628766, -112.0767259 33.462928, -112.0767796 33.462928, -112.0767796 33.4627781))",POINT (-112.0767338 33.4628435),130.4,1403.5,8
,3255,679176720.0,,residential,,,"POLYGON ((-112.0797298 33.4630494, -112.079695 33.4630502, -112.0796964 33.4630927, -112.0797313 33.4630918, -112.0797298 33.4630494))",POINT (-112.0797131 33.463071),15.0,162.0,8
,3256,679176721.0,,residential,,,"POLYGON ((-112.0941737 33.4645794, -112.0942703 33.4645794, -112.0942703 33.4644608, -112.0941737 33.4644608, -112.0941737 33.4645794))",POINT (-112.094222 33.4645201),117.5,1264.5,2
,3257,679176722.0,,residential,,,"POLYGON ((-112.0905219 33.4639305, -112.09042 33.4639305, -112.09042 33.4640647, -112.0904709 33.4640647, -112.0904709 33.4641117, -112.0905219 33.4641117, -112.0905219 33.4639305))",POINT (-112.0904747 33.4640111),164.0,1765.6,2
,3258,679176723.0,,residential,,,"POLYGON ((-112.0902765 33.4625521, -112.0903865 33.4625521, -112.0903865 33.4624156, -112.0902765 33.4624156, -112.0902765 33.4625521))",POINT (-112.0903315 33.4624839),154.8,1666.0,7
,3259,679176724.0,,residential,,,"POLYGON ((-112.0759508 33.4627602, -112.0759186 33.4627602, -112.0759186 33.4627415, -112.0758723 33.4627415, -112.0758723 33.4627599, -112.0758301 33.4627599, -112.0758301 33.4628788, -112.0759508 33.4628788, -112.0759508 33.4627602))",POINT (-112.0758907 33.4628155),155.8,1676.5,8
,3260,679176725.0,,residential,,,"POLYGON ((-112.0940426 33.4622691, -112.0939957 33.4622691, -112.0939957 33.4623843, -112.094044 33.4623843, -112.094044 33.4623292, -112.0940503 33.4623292, -112.0940503 33.4622825, -112.0940426 33.4622825, -112.0940426 33.4622691))",POINT (-112.0940212 33.4623258),59.6,641.5,7
,3261,679176726.0,,residential,,,"POLYGON ((-112.0875916 33.4644339, -112.0875353 33.4644339, -112.0875353 33.4644809, -112.087487 33.4644809, -112.087487 33.4645861, -112.0875916 33.4645861, -112.0875916 33.4644339))",POINT (-112.087544 33.4645187),140.5,1512.7,2
,3262,679176727.0,,residential,,,"POLYGON ((-112.0765463 33.4639999, -112.0767099 33.4639983, -112.0767071 33.4638017, -112.0766061 33.4638027, -112.0766064 33.463826, -112.076576 33.4638263, -112.0765768 33.4638789, -112.0766031 33.4638786, -112.0766041 33.4639501, -112.0765456 33.4639507, -112.0765463 33.4639999))",POINT (-112.0766431 33.4639068),256.1,2756.8,3
,3263,679176728.0,,residential,,,"POLYGON ((-112.0837856 33.4629068, -112.0837856 33.4629583, -112.0838312 33.4629583, -112.0838312 33.463088, -112.0839384 33.463088, -112.0839384 33.4629068, -112.0837856 33.4629068))",POINT (-112.0838766 33.4629904),224.9,2421.2,7
,3264,679176729.0,,yes,,,"POLYGON ((-112.0853921 33.4655102, -112.0852634 33.4655102, -112.0852634 33.4656042, -112.0852956 33.4656042, -112.0852956 33.4656377, -112.0853921 33.4656377, -112.0853921 33.4655102))",POINT (-112.0853311 33.4655706),157.9,1699.4,2
,3265,679176730.0,,yes,,,"POLYGON ((-112.0788967 33.4633198, -112.0789571 33.4633205, -112.0789579 33.4632713, -112.0788975 33.4632706, -112.0788967 33.4633198))",POINT (-112.0789273 33.4632955),30.5,328.5,3
